c_simulacion,c_cuota,d_vencimiento,a_cuotapagada,d_pago,a_rutcliente,a_tipocliente,a_fechaalta,n_totalfinanciar,n_precio,n_pie,n_plazo,n_tasamensual,a_marca,a_modelo,a_tipocredito,a_nombreproducto,a_seguro,total_cuotas,cuotas_pagadas,cuotas_vencidas_np,cuotas_futuras_np,cuotas_pagadas_con_atraso,max_dias_atraso,estado_pago_credito,pct_pie,tiene_atraso,pagada,dias_atraso,mora
900001,27,2028-01-20,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,28,2028-02-20,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,29,2028-03-22,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,30,2028-04-22,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,31,2028-05-23,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,32,2028-06-23,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,33,2028-07-24,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,34,2028-08-24,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,35,2028-09-24,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,36,2028-10-25,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,37,2028-11-25,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,38,2028-12-26,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,39,2029-01-26,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,40,2029-02-26,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,41,2029-03-29,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,42,2029-04-29,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,43,2029-05-30,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,44,2029-06-30,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,45,2029-07-31,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,46,2029-08-31,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,47,2029-10-01,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900001,48,2029-11-01,N,2000-01-01,91987847-9,NATURAL,,9677375,13045000,5218000,48,1.34,MARCA_05,MODELO_32,TIPO_01,PRODUCTO_02,SEGURO_01,48,5,1,42,0,0,En Mora Real,40.0,0,0,0,1
900002,1,2026-04-02,S,2026-04-23,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,1,21,1
900002,2,2026-05-03,S,2026-05-08,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,1,5,1
900002,3,2026-06-03,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,4,2026-07-04,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,5,2026-08-04,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,6,2026-09-04,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,7,2026-10-05,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,8,2026-11-05,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,9,2026-12-06,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,10,2027-01-06,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,11,2027-02-06,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,12,2027-03-09,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,13,2027-04-09,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,14,2027-05-10,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,15,2027-06-10,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,16,2027-07-11,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,17,2027-08-11,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,18,2027-09-11,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,19,2027-10-12,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,20,2027-11-12,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,21,2027-12-13,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,22,2028-01-13,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,23,2028-02-13,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,24,2028-03-15,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,25,2028-04-15,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,26,2028-05-16,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,27,2028-06-16,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,28,2028-07-17,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,29,2028-08-17,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,30,2028-09-17,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,31,2028-10-18,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,32,2028-11-18,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,33,2028-12-19,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,34,2029-01-19,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,35,2029-02-19,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900002,36,2029-03-22,N,2000-01-01,93027008-3,NATURAL,,9110588,12278000,4285000,36,2.6,MARCA_16,MODELO_08,TIPO_01,PRODUCTO_01,SEGURO_01,36,2,0,34,2,21,En Mora Real,34.9,1,0,0,1
900003,1,2026-02-05,S,2026-03-05,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,1,28,1
900003,2,2026-03-08,S,2026-05-08,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,1,61,1
900003,3,2026-04-08,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,4,2026-05-09,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,5,2026-06-09,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,6,2026-07-10,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,7,2026-08-10,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,8,2026-09-10,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,9,2026-10-11,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,10,2026-11-11,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,11,2026-12-12,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,12,2027-01-12,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,13,2027-02-12,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,14,2027-03-15,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,15,2027-04-15,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,16,2027-05-16,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,17,2027-06-16,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,18,2027-07-17,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,19,2027-08-17,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,20,2027-09-17,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,21,2027-10-18,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,22,2027-11-18,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,23,2027-12-19,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,24,2028-01-19,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,25,2028-02-19,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
900003,26,2028-03-21,N,2000-01-01,99011197-9,NATURAL,,4077649,5041000,1810000,48,2.43,MARCA_08,MODELO_18,TIPO_01,PRODUCTO_03,SEGURO_01,48,2,1,45,2,61,En Mora Real,35.9,1,0,0,1
